============================================================================================================================================
A股ETF量化交易系统 - 回测交易报告
回测期间: 2020-01-01 至 2021-12-31
总交易数: 315 笔
============================================================================================================================================

交易日期         股票代码       股票名称            买卖类型     价格                     数量            交易金额              收益
2020-08-05   159919     沪深300ETF        卖出       3.6051                660         2379.38          202.69
2020-08-05   515050     5GETF           买入       4.1986                797         3346.31 -
2020-08-05   512100     医药ETF           买入       2.3331                310          723.25 -
2020-08-12   159919     沪深300ETF        卖出       3.6805                574         2112.60          219.54
2020-08-12   515050     5GETF           买入       4.0456                709         2868.35 -
2020-08-12   512100     医药ETF           买入       2.2843                664         1516.81 -
2020-08-19   159919     沪深300ETF        买入       3.5959                590         2121.55 -
2020-08-19   515050     5GETF           卖出       4.1756                717         2993.93          412.48
2020-08-19   512100     医药ETF           买入       2.2425                662         1484.54 -
2020-08-26   159919     沪深300ETF        卖出       3.7716               1084         4088.42          505.59
2020-08-26   515050     5GETF           买入       3.9577               1265         5006.47 -
2020-08-26   512100     医药ETF           卖出       2.3581               1767         4166.80         1150.33
2020-09-02   159919     沪深300ETF        卖出       3.9034                569         2221.02          340.37
2020-09-02   515050     5GETF           买入       3.9681                155          615.06 -
2020-09-02   512100     医药ETF           卖出       2.5378               2225         5646.65         1848.32
2020-09-09   159919     沪深300ETF        卖出       4.1400               1036         4289.04          864.86
2020-09-09   515050     5GETF           卖出       4.1932                956         4008.70          544.52
2020-09-09   512100     医药ETF           卖出       2.6002                399         1037.49          356.35
2020-09-16   159919     沪深300ETF        买入       4.1488                 11           45.64 -
2020-09-16   515050     5GETF           卖出       4.2285                161          680.79           97.39
2020-09-16   512100     医药ETF           买入       2.6035                 45          117.16 -
2020-09-23   159919     沪深300ETF        卖出       4.4037               1022         4500.54         1122.20
2020-09-23   515050     5GETF           卖出       4.5446               1180         5362.61         1086.74
2020-09-23   512100     医药ETF           卖出       2.6483                181          479.35          170.14
2020-09-30   159919     沪深300ETF        卖出       4.8424               1543         7471.86         2371.29
2020-09-30   515050     5GETF           卖出       4.8960               1079         5282.81         1372.93
2020-09-30   512100     医药ETF           卖出       2.7277                388         1058.36          395.53
2020-10-07   159919     沪深300ETF        卖出       5.0256                610         3065.63         1049.21
2020-10-07   515050     5GETF           卖出       5.2175               1055         5504.46         1681.54
2020-10-07   512100     医药ETF           买入       2.6023               1824         4746.63 -
2020-10-14   159919     沪深300ETF        卖出       5.0666                275         1393.31          484.27
2020-10-14   515050     5GETF           买入       4.9317                924         4556.85 -
2020-10-14   512100     医药ETF           买入       2.5254                818         2065.81 -
2020-10-21   159919     沪深300ETF        卖出       5.1233                 28          143.45           50.89
2020-10-21   515050     5GETF           买入       4.8639                434         2110.94 -
2020-10-21   512100     医药ETF           卖出       2.8104               3361         9445.60         3486.61
2020-10-28   159919     沪深300ETF        买入       5.1258                 14           71.76 -
2020-10-28   515050     5GETF           买入       4.7729                347         1656.18 -
2020-10-28   512100     医药ETF           卖出       2.8471                436         1241.33          468.31
2020-11-04   159919     沪深300ETF        买入       4.7673               1195         5696.95 -
2020-11-04   515050     5GETF           卖出       4.7358                 68          322.03           68.01
2020-11-04   512100     医药ETF           买入       2.7624                730         2016.59 -
2020-11-11   159919     沪深300ETF        卖出       5.3223               1698         9037.27         3270.32
2020-11-11   515050     5GETF           卖出       5.4628               2187        11947.07         3777.29
2020-11-11   512100     医药ETF           买入       2.6889               1604         4312.93 -
2020-11-18   159919     沪深300ETF        卖出       6.1198               2031        12429.30         5531.38
2020-11-18   515050     5GETF           买入       5.3928                577         3111.66 -
2020-11-18   512100     医药ETF           卖出       2.9028               1979         5744.67         2108.72
2020-11-25   159919     沪深300ETF        买入       5.6966                969         5520.00 -
2020-11-25   515050     5GETF           买入       4.9953               1127         5629.67 -
2020-11-25   512100     医药ETF           买入       2.8614                 71          203.16 -
2020-12-02   159919     沪深300ETF        买入       5.0764               1749         8878.63 -
2020-12-02   515050     5GETF           买入       4.7978                456         2187.81 -
2020-12-02   512100     医药ETF           买入       2.7620                625         1726.24 -
2020-12-09   159919     沪深300ETF        卖出       5.2600                626         3292.78          992.11
2020-12-09   515050     5GETF           卖出       5.1349               1231         6321.10         1537.87
2020-12-09   512100     医药ETF           买入       2.5517               2815         7183.00 -
2020-12-16   159919     沪深300ETF        卖出       5.3751                210         1128.76          356.97
2020-12-16   515050     5GETF           卖出       5.1942                 29          150.63           37.95
2020-12-16   512100     医药ETF           卖出       2.7557               2376         6547.50         2004.62
2020-12-23   159919     沪深300ETF        卖出       5.5714                534         2975.13         1012.57
2020-12-23   515050     5GETF           卖出       5.5144                945         5211.14         1539.21
2020-12-23   512100     医药ETF           买入       2.6559               1499         3981.25 -
2020-12-30   159919     沪深300ETF        卖出       5.6950                397         2260.92          801.86
2020-12-30   515050     5GETF           买入       5.3650                477         2559.12 -
2020-12-30   512100     医药ETF           买入       2.6269                331          869.52 -
2021-01-06   159919     沪深300ETF        买入       5.4936                425         2334.79 -
2021-01-06   515050     5GETF           买入       4.6660               2342        10927.70 -
2021-01-06   512100     医药ETF           卖出       2.6729               1112         2972.22          803.24
2021-01-13   159919     沪深300ETF        买入       5.3132                371         1971.22 -
2021-01-13   515050     5GETF           买入       4.3398               1226         5320.59 -
2021-01-13   512100     医药ETF           买入       2.5827                834         2153.95 -
2021-01-20   159919     沪深300ETF        买入       5.0788                481         2442.93 -
2021-01-20   515050     5GETF           买入       3.9104               1880         7351.48 -
2021-01-20   512100     医药ETF           买入       2.4166               1726         4171.08 -
2021-01-27   159919     沪深300ETF        卖出       5.2511                436         2289.47          637.39
2021-01-27   515050     5GETF           卖出       4.2302               1535         6493.33          317.56
2021-01-27   512100     医药ETF           买入       2.4303                188          456.90 -
2021-02-03   159919     沪深300ETF        卖出       5.8086               1480         8596.75         2988.79
2021-02-03   515050     5GETF           买入       4.2256                345         1457.83 -
2021-02-03   512100     医药ETF           卖出       2.5414               1212         3080.16          669.19
2021-02-10   159919     沪深300ETF        买入       5.5488                698         3873.10 -
2021-02-10   515050     5GETF           卖出       4.4441               1210         5377.40          505.28
2021-02-10   512100     医药ETF           买入       2.3738               2380         5649.74 -
2021-02-17   159919     沪深300ETF        卖出       6.0481               1364         8249.62         2981.61
2021-02-17   515050     5GETF           买入       4.4430                116          515.39 -
2021-02-17   512100     医药ETF           买入       2.2495               2233         5023.08 -
2021-02-24   159919     沪深300ETF        买入       5.5925               1264         7068.95 -
2021-02-24   515050     5GETF           卖出       4.7266               1298         6135.17          905.67
2021-02-24   512100     医药ETF           买入       2.2377                147          328.94 -
2021-03-03   159919     沪深300ETF        卖出       5.7019                156          889.50          266.59
2021-03-03   515050     5GETF           卖出       5.1391               1330         6834.99         1476.56
2021-03-03   512100     医药ETF           卖出       2.3009                715         1645.13          195.60
2021-03-10   159919     沪深300ETF        卖出       5.8050                277         1607.98          501.93
2021-03-10   515050     5GETF           卖出       5.4308                942         5115.77         1320.55
2021-03-10   512100     医药ETF           买入       2.1593               2721         5875.53 -
2021-03-17   159919     沪深300ETF        卖出       6.0926                661         4027.24         1387.88
2021-03-17   515050     5GETF           卖出       5.6087                422         2366.85          666.66
2021-03-17   512100     医药ETF           买入       2.1540                399          859.45 -
2021-03-24   159919     沪深300ETF        卖出       6.4002                568         3635.33         1367.32
2021-03-24   515050     5GETF           买入       5.5576                389         2161.91 -
2021-03-24   512100     医药ETF           卖出       2.3724               3527         8367.37         1183.12
2021-03-31   159919     沪深300ETF        买入       6.3869                129          823.92 -
2021-03-31   515050     5GETF           卖出       5.7300                466         2670.18          776.31
2021-03-31   512100     医药ETF           卖出       2.4294                746         1812.35          292.80
2021-04-07   159919     沪深300ETF        买入       5.6447               1884        10634.63 -
2021-04-07   515050     5GETF           买入       5.5059                588         3237.48 -
2021-04-07   512100     医药ETF           卖出       2.6341               3218         8476.48         1921.64
2021-04-14   159919     沪深300ETF        卖出       6.0678               1162         7050.74         2178.07
2021-04-14   515050     5GETF           卖出       5.6210                317         1781.87          477.76
2021-04-14   512100     医药ETF           买入       2.4849               2327         5782.40 -
2021-04-21   159919     沪深300ETF        卖出       6.4850                900         5836.53         2062.52
2021-04-21   515050     5GETF           买入       5.5075                518         2852.88 -
2021-04-21   512100     医药ETF           卖出       2.5994               1427         3709.37          763.01
2021-04-28   159919     沪深300ETF        卖出       6.5663                226         1483.98          536.29
2021-04-28   515050     5GETF           买入       5.3247                543         2891.29 -
2021-04-28   512100     医药ETF           买入       2.5759                302          777.93 -
2021-05-05   159919     沪深300ETF        买入       6.3988                312         1996.43 -
2021-05-05   515050     5GETF           卖出       5.3451                224         1197.30          258.39
2021-05-05   512100     医药ETF           买入       2.4257               1987         4819.83 -
2021-05-12   159919     沪深300ETF        买入       6.0068                903         5424.15 -
2021-05-12   515050     5GETF           卖出       5.4792                516         2827.27          664.43
2021-05-12   512100     医药ETF           买入       2.3747                626         1486.53 -
2021-05-19   159919     沪深300ETF        买入       5.9251                257         1522.75 -
2021-05-19   515050     5GETF           买入       5.3549                468         2506.11 -
2021-05-19   512100     医药ETF           卖出       2.5248               2309         5829.75          999.19
2021-05-26   159919     沪深300ETF        买入       5.5859               1052         5876.36 -
2021-05-26   515050     5GETF           卖出       5.5283                518         2863.65          676.30
2021-05-26   512100     医药ETF           卖出       2.6986               2234         6028.73         1355.08
2021-06-02   159919     沪深300ETF        买入       4.9683               2146        10661.97 -
2021-06-02   515050     5GETF           卖出       5.7618                692         3987.15         1065.05
2021-06-02   512100     医药ETF           卖出       2.8840               2224         6414.12         1761.39
2021-06-09   159919     沪深300ETF        卖出       5.0225                240         1205.39          126.22
2021-06-09   515050     5GETF           买入       5.5580                636         3534.86 -
2021-06-09   512100     医药ETF           卖出       2.9681                901         2674.26          789.31
2021-06-16   159919     沪深300ETF        买入       4.6962               1379         6476.11 -
2021-06-16   515050     5GETF           卖出       6.0627               1435         8700.02         2568.43
2021-06-16   512100     医药ETF           买入       2.9080                717         2085.01 -
2021-06-23   159919     沪深300ETF        卖出       4.8303                551         2661.51          176.54
2021-06-23   515050     5GETF           买入       5.6570               1192         6743.19 -
2021-06-23   512100     医药ETF           卖出       3.1138               2087         6498.43         2094.20
2021-06-30   159919     沪深300ETF        卖出       4.9960                586         2927.68          284.86
2021-06-30   515050     5GETF           买入       5.1696               1646         8509.17 -
2021-06-30   512100     医药ETF           卖出       3.4230               2595         8882.78         3406.51
2021-07-07   159919     沪深300ETF        卖出       5.1469                378         1945.51          240.76
2021-07-07   515050     5GETF           卖出       5.2845                251         1326.41          211.09
2021-07-07   512100     医药ETF           卖出       3.6414               1379         5021.44         2111.31
2021-07-14   159919     沪深300ETF        卖出       5.2038                 21          109.28           14.57
2021-07-14   515050     5GETF           卖出       5.7442               1280         7352.53         1664.83
2021-07-14   512100     医药ETF           卖出       3.7063                201          744.97          320.80
2021-07-21   159919     沪深300ETF        买入       4.7587               1836         8736.89 -
2021-07-21   515050     5GETF           卖出       6.4040               1721        11021.30         3374.02
2021-07-21   512100     医药ETF           买入       3.6463                492         1793.96 -
2021-07-28   159919     沪深300ETF        卖出       4.8893                524         2561.98          187.33
2021-07-28   515050     5GETF           卖出       6.4363                 21          135.16           41.85
2021-07-28   512100     医药ETF           卖出       3.6651                 92          337.19          140.39
2021-08-04   159919     沪深300ETF        卖出       4.8842                 59          288.17           20.79
2021-08-04   515050     5GETF           买入       6.4077                 36          230.68 -
2021-08-04   512100     医药ETF           买入       3.5308                942         3326.05 -
2021-08-11   159919     沪深300ETF        买入       4.7132                718         3384.05 -
2021-08-11   515050     5GETF           卖出       6.4316                127          816.81          251.89
2021-08-11   512100     医药ETF           卖出       3.5209                 54          190.13           72.01
2021-08-18   159919     沪深300ETF        买入       4.7353                 20           94.71 -
2021-08-18   515050     5GETF           卖出       6.7139                548         3679.22         1241.60
2021-08-18   512100     医药ETF           卖出       3.5819                311         1113.98          433.69
2021-08-25   159919     沪深300ETF        卖出       4.9342                722         3562.51          285.95
2021-08-25   515050     5GETF           卖出       7.4528               1322         9852.57         3972.05
2021-08-25   512100     医药ETF           买入       3.3729               1948         6570.40 -
2021-09-01   159919     沪深300ETF        买入       4.8623                422         2051.91 -
2021-09-01   515050     5GETF           买入       7.3331                292         2141.27 -
2021-09-01   512100     医药ETF           卖出       3.6417               2066         7523.76         2838.31
2021-09-08   159919     沪深300ETF        卖出       4.9669                518         2572.83          218.64
2021-09-08   515050     5GETF           卖出       7.3793                136         1003.58          390.06
2021-09-08   512100     医药ETF           买入       3.4418               1544         5314.22 -
2021-09-15   159919     沪深300ETF        卖出       4.9421                 21          103.78            8.34
2021-09-15   515050     5GETF           卖出       7.4888                273         2044.43          812.89
2021-09-15   512100     医药ETF           买入       3.1646               2285         7231.03 -
2021-09-22   159919     沪深300ETF        买入       4.8087                652         3135.24 -
2021-09-22   515050     5GETF           卖出       7.7248                366         2827.29         1176.20
2021-09-22   512100     医药ETF           卖出       3.2423                718         2328.00          608.65
2021-09-29   159919     沪深300ETF        卖出       5.2108               1692         8816.66         1112.96
2021-09-29   515050     5GETF           买入       7.1386               1030         7352.75 -
2021-09-29   512100     医药ETF           买入       3.1277               1080         3377.93 -
2021-10-06   159919     沪深300ETF        买入       4.9903                979         4885.47 -
2021-10-06   515050     5GETF           卖出       7.3776                406         2995.32         1083.19
2021-10-06   512100     医药ETF           卖出       3.3223               1729         5744.33         1559.59
2021-10-13   159919     沪深300ETF        买入       4.9247                349         1718.74 -
2021-10-13   515050     5GETF           卖出       7.6049                345         2623.70          998.86
2021-10-13   512100     医药ETF           卖出       3.4195                715         2444.95          714.42
2021-10-20   159919     沪深300ETF        买入       4.6718                811         3788.80 -
2021-10-20   515050     5GETF           买入       7.0489                851         5998.59 -
2021-10-20   512100     医药ETF           买入       3.3111                580         1920.44 -
2021-10-27   159919     沪深300ETF        卖出       4.8281                569         2747.17          139.04
2021-10-27   515050     5GETF           买入       7.0619                 82          579.08 -
2021-10-27   512100     医药ETF           卖出       3.4810               1252         4358.23         1305.66
2021-11-03   159919     沪深300ETF        买入       4.8138                207          996.47 -
2021-11-03   515050     5GETF           买入       6.9512                291         2022.79 -
2021-11-03   512100     医药ETF           卖出       3.7615               1936         7282.20         2561.92
2021-11-10   159919     沪深300ETF        买入       4.8151                137          659.67 -
2021-11-10   515050     5GETF           卖出       7.4243                835         6199.29         2098.85
2021-11-10   512100     医药ETF           卖出       3.7937                 46          174.51           62.36
2021-11-17   159919     沪深300ETF        买入       4.7373                447         2117.59 -
2021-11-17   515050     5GETF           卖出       7.8131                601         4695.69         1744.36
2021-11-17   512100     医药ETF           卖出       3.8677                373         1442.66          533.23
2021-11-24   159919     沪深300ETF        卖出       4.7837                 96          459.23           18.54
2021-11-24   515050     5GETF           卖出       8.4103                814         6845.95         2848.63
2021-11-24   512100     医药ETF           买入       3.8588                293         1130.64 -
2021-12-01   159919     沪深300ETF        买入       4.6833                329         1540.79 -
2021-12-01   515050     5GETF           买入       7.8751                729         5740.94 -
2021-12-01   512100     医药ETF           卖出       3.8393                124          476.07          171.73
2021-12-08   159919     沪深300ETF        卖出       4.6923                343         1609.48           34.42
2021-12-08   515050     5GETF           买入       7.3108                810         5921.71 -
2021-12-08   512100     医药ETF           买入       3.5712               1642         5863.86 -
2021-12-15   159919     沪深300ETF        卖出       4.8855                754         3683.63          221.27
2021-12-15   515050     5GETF           卖出       7.6500                561         4291.64         1364.81
2021-12-15   512100     医药ETF           买入       3.4336               1216         4175.22 -
2021-12-22   159919     沪深300ETF        卖出       4.9782                379         1886.73          146.37
2021-12-22   515050     5GETF           卖出       7.7213                115          887.95          287.98
2021-12-22   512100     医药ETF           买入       3.3454                757         2532.43 -
2021-12-29   159919     沪深300ETF        卖出       5.3458               1145         6120.99          863.17
2021-12-29   515050     5GETF           买入       7.8107                 46          359.29 -
2021-12-29   512100     医药ETF           卖出       3.5716               1538         5493.13         1523.06
--------------------------------------------------------------------------------------------------------------------------------------------
汇总统计:
  买入交易: 150 笔，总金额: 1,313,927.52 元
  卖出交易: 165 笔，总金额: 607,646.46 元
  总收益: 146,351.88 元
  收益率: 11.14%
============================================================================================================================================
